"","GISJOIN","STATE","state_county","YEAR","Total Hispanic or Latino","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"1289","G1700310841100","Illinois","17031",2010,138,111,5,3,0,3,0,1,0,0,2,0,0,7,0,0,2,2,0,0,2,0,1,0,9,2,0,0,7,"Cook"
"1290","G1700310841200","Illinois","17031",2010,4501,4177,148,5,0,38,2,18,11,3,0,4,0,50,9,0,3,10,21,2,2,0,3,0,83,17,4,0,62,"Cook"
"1291","G1700310841300","Illinois","17031",2010,3732,3372,107,11,0,37,0,24,3,5,0,4,1,117,1,1,1,11,89,0,1,4,1,8,88,3,1,0,84,"Cook"
"1292","G1700310841400","Illinois","17031",2010,77,43,20,1,0,7,0,3,4,0,0,0,0,5,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,"Cook"
"1293","G1700310841500","Illinois","17031",2010,81,32,47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"1294","G1700310841600","Illinois","17031",2010,63,42,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,8,"Cook"
"1295","G1700310841700","Illinois","17031",2010,546,438,60,8,6,6,0,3,1,0,1,1,0,4,0,0,0,1,0,0,1,0,2,0,24,0,0,0,24,"Cook"
"1296","G1700310841800","Illinois","17031",2010,40,12,10,1,0,10,0,8,1,0,1,0,0,6,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,"Cook"
"1297","G1700310841900","Illinois","17031",2010,493,298,71,13,3,27,0,11,2,2,5,7,0,57,5,0,5,22,15,0,6,0,4,0,24,8,4,0,12,"Cook"
"1298","G1700310842000","Illinois","17031",2010,137,76,17,4,0,0,0,0,0,0,0,0,0,12,0,0,0,5,5,0,1,0,1,0,28,10,15,0,3,"Cook"
"1299","G1700310842100","Illinois","17031",2010,2562,1437,802,30,41,146,0,62,33,1,0,43,7,48,2,0,0,2,37,0,7,0,0,0,58,0,0,4,54,"Cook"
"1300","G1700310842200","Illinois","17031",2010,135,67,20,10,0,10,2,6,2,0,0,0,0,15,2,0,0,6,1,1,5,0,0,0,13,3,1,0,9,"Cook"
"1301","G1700310842300","Illinois","17031",2010,349,191,66,18,2,10,0,4,4,1,0,1,0,40,3,0,0,4,27,0,2,0,0,4,22,9,5,0,8,"Cook"
"1302","G1700310842400","Illinois","17031",2010,40,26,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,"Cook"
"1303","G1700310842500","Illinois","17031",2010,20,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"1304","G1700310842600","Illinois","17031",2010,1524,1332,100,2,2,35,7,12,10,4,0,2,0,16,0,0,0,2,10,0,0,0,4,0,37,2,0,0,35,"Cook"
"1305","G1700310842800","Illinois","17031",2010,6699,6200,114,6,1,110,4,48,16,13,1,27,1,37,1,2,4,10,14,0,2,4,0,0,231,9,0,0,222,"Cook"
"1306","G1700310842900","Illinois","17031",2010,152,113,20,4,1,5,0,4,1,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,3,0,1,0,2,"Cook"
"1307","G1700310843000","Illinois","17031",2010,43,20,17,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,"Cook"
"1308","G1700310843100","Illinois","17031",2010,57,41,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,4,0,0,0,4,"Cook"
"1309","G1700310843200","Illinois","17031",2010,2352,2173,49,1,3,33,0,16,16,0,0,1,0,26,1,0,1,3,19,0,0,1,1,0,67,4,0,0,63,"Cook"
"1310","G1700310843300","Illinois","17031",2010,401,339,23,0,0,5,0,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,28,0,5,0,23,"Cook"
"1311","G1700310843400","Illinois","17031",2010,130,117,4,0,0,8,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Cook"
"1312","G1700310843500","Illinois","17031",2010,2205,1230,95,9,1,24,3,12,2,0,0,4,3,6,0,0,1,1,2,0,2,0,0,0,840,3,1,1,835,"Cook"
"1313","G1700310843600","Illinois","17031",2010,47,28,8,3,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,3,1,0,2,0,0,1,1,"Cook"
"1314","G1700310843700","Illinois","17031",2010,516,340,95,21,0,15,0,10,2,0,0,3,0,31,3,0,1,15,8,0,3,1,0,0,14,4,0,0,10,"Cook"
"1315","G1700310843800","Illinois","17031",2010,380,309,38,1,0,12,0,0,9,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,18,9,0,0,9,"Cook"
"1316","G1700310843900","Illinois","17031",2010,63,26,8,1,1,3,0,2,0,0,0,1,0,5,0,0,0,1,2,0,0,0,2,0,19,2,1,0,16,"Cook"
"1317","G1700310980000","Illinois","17031",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"1318","G1700310980100","Illinois","17031",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"1319","G1700310990000","Illinois","17031",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"1320","G1700370000100","Illinois","17037",2010,834,746,32,3,1,9,0,8,1,0,0,0,0,7,0,1,0,0,4,0,1,0,1,0,36,5,3,0,28,"DeKalb"
"1321","G1700370000200","Illinois","17037",2010,339,287,28,4,0,9,0,8,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,7,0,2,0,5,"DeKalb"
"1322","G1700370000300","Illinois","17037",2010,159,112,19,0,0,7,1,1,3,0,1,1,0,10,0,0,0,8,0,0,2,0,0,0,11,0,0,0,11,"DeKalb"
"1323","G1700370000400","Illinois","17037",2010,606,514,19,23,1,15,0,12,0,2,1,0,0,13,1,0,1,4,2,0,5,0,0,0,21,6,6,2,7,"DeKalb"
"1324","G1700370000500","Illinois","17037",2010,425,362,29,6,0,0,0,0,0,0,0,0,0,12,2,0,0,2,5,0,3,0,0,0,16,4,0,0,12,"DeKalb"
"1325","G1700370000600","Illinois","17037",2010,431,346,40,2,0,6,3,1,2,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,34,6,10,0,18,"DeKalb"
"1326","G1700370000700","Illinois","17037",2010,238,174,20,8,0,1,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,8,0,25,6,3,0,16,"DeKalb"
"1327","G1700370000800","Illinois","17037",2010,1275,1173,35,6,5,11,0,3,7,0,0,1,0,15,2,1,1,8,2,0,0,0,1,0,30,2,1,0,27,"DeKalb"
"1328","G1700370000900","Illinois","17037",2010,386,296,22,8,1,12,1,8,1,1,1,0,0,6,0,0,0,5,0,1,0,0,0,0,41,8,5,0,28,"DeKalb"
"1329","G1700370001001","Illinois","17037",2010,987,821,54,14,0,15,0,6,4,1,2,2,0,19,1,0,8,2,3,0,2,0,3,0,64,7,1,0,56,"DeKalb"
"1330","G1700370001002","Illinois","17037",2010,411,282,58,6,4,15,1,9,2,1,1,1,0,23,3,0,0,12,3,0,4,0,1,0,23,3,2,0,18,"DeKalb"
"1331","G1700370001300","Illinois","17037",2010,769,641,29,13,0,27,3,11,9,2,0,2,0,21,4,0,1,6,1,0,9,0,0,0,38,7,5,1,25,"DeKalb"
"1332","G1700370001400","Illinois","17037",2010,588,458,44,11,3,16,4,6,0,4,0,1,1,29,3,1,0,7,4,0,10,0,4,0,27,5,3,0,19,"DeKalb"
"1333","G1700370001500","Illinois","17037",2010,769,687,16,2,0,19,0,9,0,3,5,2,0,15,1,0,1,3,4,0,6,0,0,0,30,6,0,0,24,"DeKalb"
"1334","G1700370001600","Illinois","17037",2010,508,418,35,6,5,16,0,9,1,0,4,2,0,11,0,0,0,8,3,0,0,0,0,0,17,5,2,0,10,"DeKalb"
"1335","G1700370001700","Illinois","17037",2010,165,131,17,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,0,14,"DeKalb"
"1336","G1700370001800","Illinois","17037",2010,164,131,12,0,0,4,0,4,0,0,0,0,0,10,0,1,0,0,9,0,0,0,0,0,7,5,0,0,2,"DeKalb"
"1337","G1700370001900","Illinois","17037",2010,94,77,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"DeKalb"
"1338","G1700370002000","Illinois","17037",2010,465,388,36,7,1,10,0,10,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,21,0,3,0,18,"DeKalb"
"1339","G1700370002100","Illinois","17037",2010,475,445,10,3,0,1,0,1,0,0,0,0,0,4,1,0,1,1,1,0,0,0,0,0,12,3,6,0,3,"DeKalb"
"1340","G1700370002200","Illinois","17037",2010,559,397,77,15,4,9,0,3,1,0,3,1,1,25,2,1,0,7,4,1,10,0,0,0,32,14,1,0,17,"DeKalb"
"1341","G1700430840000","Illinois","17043",2010,1778,1534,48,11,0,142,0,121,7,4,0,10,0,22,6,0,0,12,4,0,0,0,0,0,21,5,0,0,16,"DuPage"
"1342","G1700430840101","Illinois","17043",2010,2074,1800,112,12,0,56,1,45,4,1,4,1,0,39,0,0,4,13,5,0,7,0,9,1,55,14,3,1,37,"DuPage"
"1343","G1700430840102","Illinois","17043",2010,941,711,73,16,3,69,2,53,10,1,0,1,2,32,5,0,5,7,11,0,3,0,1,0,37,2,2,0,33,"DuPage"
"1344","G1700430840103","Illinois","17043",2010,852,668,74,19,1,23,1,12,7,2,0,1,0,45,1,0,0,11,21,0,4,0,8,0,22,4,3,0,15,"DuPage"
"1345","G1700430840104","Illinois","17043",2010,3787,3409,82,34,0,135,0,102,6,3,0,14,10,49,0,2,2,12,25,0,3,0,4,1,78,7,9,0,62,"DuPage"
"1346","G1700430840201","Illinois","17043",2010,468,342,67,16,2,7,0,2,0,1,0,4,0,16,1,0,1,3,11,0,0,0,0,0,18,8,1,0,9,"DuPage"
"1347","G1700430840202","Illinois","17043",2010,595,435,56,30,0,36,0,18,8,0,3,7,0,18,1,0,1,5,4,1,6,0,0,0,20,3,0,0,17,"DuPage"
"1348","G1700430840303","Illinois","17043",2010,1361,1208,35,10,0,20,0,19,0,1,0,0,0,24,2,0,0,8,3,0,9,0,2,0,64,1,17,1,45,"DuPage"
"1349","G1700430840304","Illinois","17043",2010,391,293,29,26,0,20,0,19,0,0,0,1,0,8,2,0,0,3,0,0,2,1,0,0,15,14,1,0,0,"DuPage"
"1350","G1700430840600","Illinois","17043",2010,379,257,56,10,3,29,2,23,1,1,1,1,0,16,1,0,0,3,4,0,7,0,1,0,8,4,1,0,3,"DuPage"
"1351","G1700430840703","Illinois","17043",2010,1249,962,80,12,2,85,0,64,4,2,8,6,1,39,3,0,0,8,6,0,21,0,1,0,69,5,18,1,45,"DuPage"
"1352","G1700430840704","Illinois","17043",2010,1544,889,44,7,4,531,0,518,2,0,0,11,0,21,0,1,1,3,0,0,13,1,2,0,48,0,7,0,41,"DuPage"
"1353","G1700430840705","Illinois","17043",2010,626,407,57,35,0,77,0,72,1,0,4,0,0,32,1,1,0,9,16,0,3,2,0,0,18,1,1,2,14,"DuPage"
"1354","G1700430840706","Illinois","17043",2010,374,242,43,25,1,32,2,30,0,0,0,0,0,7,1,0,3,2,0,0,1,0,0,0,24,13,1,0,10,"DuPage"
"1355","G1700430840801","Illinois","17043",2010,1208,1035,65,3,0,46,0,30,2,0,0,14,0,30,6,0,1,8,6,0,8,0,1,0,29,3,3,0,23,"DuPage"
"1356","G1700430840802","Illinois","17043",2010,2620,2048,147,15,1,285,9,251,9,0,4,12,0,53,9,1,2,13,12,0,5,0,11,0,71,4,2,1,64,"DuPage"
"1357","G1700430840901","Illinois","17043",2010,503,335,65,9,2,31,0,21,1,0,3,6,0,33,0,1,5,19,2,0,1,0,4,1,28,2,0,0,26,"DuPage"
"1358","G1700430840904","Illinois","17043",2010,1497,1235,59,7,1,80,2,47,12,2,0,17,0,47,1,2,0,14,13,0,7,0,8,2,68,5,8,2,53,"DuPage"
"1359","G1700430840906","Illinois","17043",2010,758,652,37,10,0,19,1,13,1,2,0,2,0,23,0,0,0,10,6,0,3,0,4,0,17,2,1,0,14,"DuPage"
"1360","G1700430840907","Illinois","17043",2010,842,622,48,11,0,59,0,48,6,0,0,5,0,47,4,0,0,7,26,0,5,0,0,5,55,5,10,0,40,"DuPage"
"1361","G1700430840908","Illinois","17043",2010,1240,1021,56,6,0,72,0,42,19,1,2,8,0,53,9,2,0,21,8,0,13,0,0,0,32,1,1,0,30,"DuPage"
"1362","G1700430840910","Illinois","17043",2010,1849,1576,53,12,0,100,2,70,12,1,0,15,0,22,2,0,3,10,2,0,4,0,0,1,86,7,3,0,76,"DuPage"
"1363","G1700430840911","Illinois","17043",2010,789,642,35,7,0,33,0,22,3,0,0,8,0,35,5,7,3,8,6,0,5,0,1,0,37,6,0,0,31,"DuPage"
"1364","G1700430841002","Illinois","17043",2010,159,104,24,19,0,3,0,2,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,1,6,1,0,0,5,"DuPage"
"1365","G1700430841003","Illinois","17043",2010,307,208,25,27,0,13,0,6,5,0,0,2,0,26,6,0,1,10,5,0,4,0,0,0,8,2,0,0,6,"DuPage"
"1366","G1700430841004","Illinois","17043",2010,261,182,26,3,0,13,0,6,1,0,0,6,0,21,1,0,6,8,0,0,6,0,0,0,16,3,7,0,6,"DuPage"
"1367","G1700430841102","Illinois","17043",2010,955,737,82,29,2,23,0,10,1,0,0,12,0,51,8,1,1,15,23,0,1,0,2,0,31,11,3,0,17,"DuPage"
"1368","G1700430841103","Illinois","17043",2010,377,261,43,8,0,29,0,15,4,1,3,6,0,25,0,0,5,7,13,0,0,0,0,0,11,1,0,0,10,"DuPage"
"1369","G1700430841104","Illinois","17043",2010,305,209,33,16,0,2,0,2,0,0,0,0,0,35,1,1,7,14,8,0,3,0,1,0,10,5,3,0,2,"DuPage"
"1370","G1700430841108","Illinois","17043",2010,1160,972,75,2,5,45,0,37,0,0,1,7,0,27,1,0,1,14,4,0,2,0,5,0,34,4,1,0,29,"DuPage"
"1371","G1700430841109","Illinois","17043",2010,671,513,41,18,2,44,2,18,9,1,4,10,0,35,1,1,0,10,8,1,11,1,2,0,18,3,1,2,12,"DuPage"
"1372","G1700430841110","Illinois","17043",2010,221,149,24,3,0,12,0,12,0,0,0,0,0,20,0,2,0,10,7,0,1,0,0,0,13,2,0,0,11,"DuPage"
"1373","G1700430841111","Illinois","17043",2010,225,128,29,9,3,18,0,6,5,2,0,4,1,25,2,0,0,9,10,0,4,0,0,0,13,1,3,0,9,"DuPage"
"1374","G1700430841112","Illinois","17043",2010,260,154,42,13,0,13,2,5,3,0,2,1,0,27,3,1,0,10,7,0,6,0,0,0,11,6,1,0,4,"DuPage"
"1375","G1700430841113","Illinois","17043",2010,545,438,35,3,0,26,0,13,0,0,0,13,0,18,1,5,0,5,5,0,2,0,0,0,25,5,0,0,20,"DuPage"
"1376","G1700430841114","Illinois","17043",2010,368,237,43,13,8,15,0,8,0,0,1,2,4,36,5,0,1,14,4,3,4,0,5,0,16,9,2,0,5,"DuPage"
"1377","G1700430841204","Illinois","17043",2010,1572,1292,111,16,1,65,0,31,13,9,0,12,0,25,2,0,3,6,7,3,1,2,0,1,62,3,5,0,54,"DuPage"
"1378","G1700430841205","Illinois","17043",2010,580,452,38,9,1,45,0,22,6,2,0,15,0,16,1,0,0,11,4,0,0,0,0,0,19,4,0,0,15,"DuPage"
"1379","G1700430841206","Illinois","17043",2010,845,736,38,22,0,25,0,8,1,0,0,16,0,3,0,0,0,0,0,0,2,0,1,0,21,2,1,0,18,"DuPage"
"1380","G1700430841207","Illinois","17043",2010,1235,1062,51,4,0,50,5,38,3,0,0,3,1,35,6,0,0,8,8,0,13,0,0,0,33,1,2,0,30,"DuPage"
"1381","G1700430841208","Illinois","17043",2010,1371,1114,62,21,1,49,0,38,2,0,0,6,3,65,7,1,3,18,25,0,7,0,4,0,59,4,16,0,39,"DuPage"
"1382","G1700430841209","Illinois","17043",2010,336,228,58,2,4,2,0,2,0,0,0,0,0,23,4,0,0,8,6,1,3,0,1,0,19,2,7,2,8,"DuPage"
"1383","G1700430841210","Illinois","17043",2010,737,575,64,15,1,31,0,20,1,4,0,6,0,27,1,0,2,9,1,0,14,0,0,0,24,1,3,0,20,"DuPage"
"1384","G1700430841307","Illinois","17043",2010,502,340,57,22,0,21,0,10,0,0,5,6,0,32,2,0,0,15,3,0,12,0,0,0,30,4,4,0,22,"DuPage"
"1385","G1700430841308","Illinois","17043",2010,211,124,44,15,0,10,0,1,1,0,1,7,0,12,4,0,0,5,1,0,0,0,2,0,6,1,2,0,3,"DuPage"
"1386","G1700430841310","Illinois","17043",2010,163,93,17,18,0,12,0,10,0,0,2,0,0,20,5,0,0,6,6,0,3,0,0,0,3,0,0,0,3,"DuPage"
"1387","G1700430841312","Illinois","17043",2010,1866,1692,28,5,0,7,0,5,0,0,1,1,0,12,1,1,0,0,10,0,0,0,0,0,122,5,7,0,110,"DuPage"
"1388","G1700430841313","Illinois","17043",2010,252,213,7,1,0,7,0,5,2,0,0,0,0,9,1,0,1,3,3,0,0,1,0,0,15,0,1,0,14,"DuPage"
"1389","G1700430841314","Illinois","17043",2010,561,387,53,20,0,34,0,27,4,3,0,0,0,41,2,0,3,7,11,0,14,4,0,0,26,10,4,1,11,"DuPage"
"1390","G1700430841315","Illinois","17043",2010,716,573,61,11,3,31,0,21,1,0,0,9,0,23,0,0,5,11,2,0,5,0,0,0,14,2,1,0,11,"DuPage"
"1391","G1700430841316","Illinois","17043",2010,249,138,36,6,0,22,0,22,0,0,0,0,0,19,1,4,0,7,0,0,0,0,4,3,28,3,2,1,22,"DuPage"
"1392","G1700430841318","Illinois","17043",2010,494,402,29,14,2,11,2,7,0,0,0,2,0,22,7,0,0,10,3,0,2,0,0,0,14,1,0,0,13,"DuPage"
"1393","G1700430841320","Illinois","17043",2010,595,493,27,4,0,25,1,18,6,0,0,0,0,31,11,0,0,14,2,0,4,0,0,0,15,1,0,0,14,"DuPage"
"1394","G1700430841321","Illinois","17043",2010,188,106,38,1,0,12,0,5,7,0,0,0,0,23,3,0,0,13,4,0,0,3,0,0,8,1,0,0,7,"DuPage"
"1395","G1700430841322","Illinois","17043",2010,724,525,69,6,0,29,0,21,3,2,1,2,0,55,0,5,2,33,15,0,0,0,0,0,40,1,1,0,38,"DuPage"
"1396","G1700430841323","Illinois","17043",2010,296,215,33,1,0,5,0,0,0,1,2,2,0,24,4,0,0,10,2,0,8,0,0,0,18,0,1,0,17,"DuPage"
"1397","G1700430841324","Illinois","17043",2010,259,187,28,11,0,17,0,10,0,0,0,7,0,14,2,0,0,2,2,0,8,0,0,0,2,0,0,0,2,"DuPage"
"1398","G1700430841325","Illinois","17043",2010,570,394,83,13,3,35,0,21,1,1,4,8,0,20,2,0,2,9,1,0,3,0,3,0,22,7,4,0,11,"DuPage"
"1399","G1700430841326","Illinois","17043",2010,217,149,36,3,0,6,0,2,3,0,0,1,0,19,1,5,0,6,1,0,2,1,1,2,4,1,1,0,2,"DuPage"
"1400","G1700430841327","Illinois","17043",2010,241,186,19,9,2,2,0,0,0,0,0,2,0,19,3,0,3,8,0,0,1,0,3,1,4,3,0,0,1,"DuPage"
"1401","G1700430841401","Illinois","17043",2010,2552,2426,36,1,0,26,1,8,3,4,0,10,0,25,0,5,4,6,7,0,3,0,0,0,38,0,0,0,38,"DuPage"
"1402","G1700430841403","Illinois","17043",2010,279,217,10,5,2,10,0,1,2,0,4,3,0,13,0,0,0,1,0,1,11,0,0,0,22,4,3,0,15,"DuPage"
"1403","G1700430841404","Illinois","17043",2010,191,120,14,19,0,10,0,5,3,1,0,1,0,20,0,0,0,10,2,0,8,0,0,0,8,1,3,0,4,"DuPage"
"1404","G1700430841501","Illinois","17043",2010,3615,3305,56,124,6,20,0,7,0,0,4,9,0,14,0,1,0,0,7,0,2,0,4,0,90,7,9,0,74,"DuPage"
"1405","G1700430841503","Illinois","17043",2010,3172,3051,17,8,0,4,0,3,0,0,0,1,0,4,0,2,0,1,0,0,1,0,0,0,88,7,0,0,81,"DuPage"
"1406","G1700430841504","Illinois","17043",2010,1795,1684,20,16,2,25,2,12,10,0,0,1,0,10,0,3,0,0,2,0,1,0,4,0,38,0,10,0,28,"DuPage"
"1407","G1700430841603","Illinois","17043",2010,1576,1432,25,11,0,15,0,6,0,1,0,4,4,11,2,0,0,3,0,1,3,0,0,2,82,8,3,0,71,"DuPage"
"1408","G1700430841604","Illinois","17043",2010,1082,978,32,4,0,17,1,8,7,1,0,0,0,25,0,4,2,12,1,0,6,0,0,0,26,3,1,0,22,"DuPage"
"1409","G1700430841605","Illinois","17043",2010,1231,1133,21,11,0,9,0,1,2,0,4,2,0,15,1,0,0,7,3,0,3,0,1,0,42,9,14,0,19,"DuPage"
"1410","G1700430841606","Illinois","17043",2010,124,84,13,1,0,7,0,2,0,1,0,4,0,7,1,0,0,0,0,0,3,0,3,0,12,5,1,0,6,"DuPage"
"1411","G1700430841607","Illinois","17043",2010,1021,905,32,2,0,7,0,4,0,2,1,0,0,17,5,0,0,5,4,0,1,0,2,0,58,6,15,0,37,"DuPage"
"1412","G1700430841703","Illinois","17043",2010,1759,1460,121,22,3,70,0,39,12,5,1,13,0,52,1,4,5,19,16,0,2,0,4,1,31,3,2,1,25,"DuPage"
"1413","G1700430841704","Illinois","17043",2010,344,245,33,18,4,9,0,7,2,0,0,0,0,26,0,1,0,5,7,1,11,0,1,0,9,4,0,0,5,"DuPage"
"1414","G1700430841705","Illinois","17043",2010,935,704,59,15,1,83,7,65,0,0,5,6,0,43,6,0,1,22,3,0,7,0,4,0,30,3,6,0,21,"DuPage"
"1415","G1700430841706","Illinois","17043",2010,1054,852,50,11,2,52,2,19,12,1,0,18,0,32,2,3,1,11,12,0,3,0,0,0,55,4,12,0,39,"DuPage"
"1416","G1700430841801","Illinois","17043",2010,203,127,18,21,1,7,0,4,0,0,1,2,0,21,3,5,0,10,1,0,1,0,1,0,8,2,3,0,3,"DuPage"
"1417","G1700430841802","Illinois","17043",2010,238,167,18,6,1,9,0,2,3,4,0,0,0,25,1,4,0,12,6,0,1,1,0,0,12,2,1,0,9,"DuPage"
"1418","G1700430841901","Illinois","17043",2010,80,36,13,9,0,4,1,3,0,0,0,0,0,14,2,0,0,8,3,0,1,0,0,0,4,2,0,0,2,"DuPage"
"1419","G1700430841902","Illinois","17043",2010,181,87,18,8,3,13,1,9,0,0,2,1,0,34,3,2,4,10,10,0,2,1,2,0,18,10,4,0,4,"DuPage"
"1420","G1700430842000","Illinois","17043",2010,127,64,12,0,1,16,0,13,1,0,1,1,0,23,2,0,0,1,5,0,6,0,9,0,11,2,5,0,4,"DuPage"
"1421","G1700430842100","Illinois","17043",2010,301,220,11,27,0,12,0,7,2,1,1,1,0,17,3,0,0,1,4,0,9,0,0,0,14,4,0,0,10,"DuPage"
"1422","G1700430842200","Illinois","17043",2010,150,93,13,10,0,11,0,5,0,0,0,6,0,13,4,0,0,3,3,1,2,0,0,0,10,4,2,0,4,"DuPage"
"1423","G1700430842300","Illinois","17043",2010,115,64,8,6,3,7,0,4,0,0,3,0,0,10,1,0,1,4,0,0,4,0,0,0,17,6,6,0,5,"DuPage"
"1424","G1700430842400","Illinois","17043",2010,343,210,23,24,0,29,2,20,2,3,2,0,0,41,12,6,6,10,0,0,4,0,3,0,16,11,0,0,5,"DuPage"
"1425","G1700430842500","Illinois","17043",2010,121,63,7,27,1,6,0,2,0,2,0,1,1,14,0,4,1,0,0,0,4,0,5,0,3,3,0,0,0,"DuPage"
"1426","G1700430842601","Illinois","17043",2010,121,67,15,3,1,8,0,5,0,2,0,1,0,7,0,0,0,6,0,0,1,0,0,0,20,7,3,0,10,"DuPage"
"1427","G1700430842602","Illinois","17043",2010,100,61,3,6,0,8,1,2,1,0,0,4,0,17,5,3,0,7,1,0,0,0,1,0,5,3,0,0,2,"DuPage"
"1428","G1700430842603","Illinois","17043",2010,402,278,51,3,0,15,0,10,4,1,0,0,0,25,2,0,0,16,3,0,4,0,0,0,30,3,2,0,25,"DuPage"
"1429","G1700430842604","Illinois","17043",2010,204,138,17,5,0,12,0,5,3,4,0,0,0,25,3,6,1,7,4,0,0,0,4,0,7,1,0,0,6,"DuPage"
"1430","G1700430842605","Illinois","17043",2010,165,88,22,14,0,16,0,2,4,1,0,9,0,17,0,1,0,13,2,0,1,0,0,0,8,1,1,0,6,"DuPage"
"1431","G1700430842702","Illinois","17043",2010,251,137,34,13,3,15,2,10,2,0,1,0,0,30,4,0,5,4,12,0,2,3,0,0,19,2,2,0,15,"DuPage"
"1432","G1700430842703","Illinois","17043",2010,224,119,21,7,1,18,7,0,1,1,6,3,0,43,0,5,8,13,0,0,13,0,4,0,15,3,1,0,11,"DuPage"
"1433","G1700430842704","Illinois","17043",2010,326,196,44,7,1,5,0,5,0,0,0,0,0,62,8,10,4,18,8,0,9,1,4,0,11,4,3,0,4,"DuPage"
"1434","G1700430842706","Illinois","17043",2010,277,200,30,7,0,9,0,3,0,0,3,3,0,23,0,1,6,8,3,1,1,0,0,3,8,4,0,0,4,"DuPage"
"1435","G1700430842708","Illinois","17043",2010,129,80,12,6,0,8,2,5,1,0,0,0,0,17,2,1,0,4,6,0,3,0,1,0,6,2,0,0,4,"DuPage"
"1436","G1700430842709","Illinois","17043",2010,562,416,60,7,1,48,0,10,29,0,0,9,0,20,3,0,2,8,0,0,4,0,3,0,10,4,1,0,5,"DuPage"
"1437","G1700430842710","Illinois","17043",2010,330,231,30,10,0,12,0,5,3,1,1,2,0,37,1,4,3,17,3,0,8,0,1,0,10,3,1,0,6,"DuPage"
"1438","G1700430842711","Illinois","17043",2010,128,58,23,10,0,0,0,0,0,0,0,0,0,25,0,2,0,12,6,0,0,0,5,0,12,7,0,0,5,"DuPage"
"1439","G1700430842800","Illinois","17043",2010,246,158,24,24,1,4,1,3,0,0,0,0,0,26,4,2,0,5,4,0,9,0,2,0,9,4,2,0,3,"DuPage"
"1440","G1700430842900","Illinois","17043",2010,278,161,39,16,1,9,0,4,3,0,0,1,1,27,0,5,1,7,4,2,7,0,1,0,25,8,8,2,7,"DuPage"
"1441","G1700430843000","Illinois","17043",2010,323,203,45,17,0,18,0,13,0,0,4,0,1,29,2,5,0,10,1,0,5,0,6,0,11,6,0,0,5,"DuPage"
"1442","G1700430843100","Illinois","17043",2010,811,630,78,22,3,23,0,20,0,2,0,1,0,15,4,1,0,0,1,0,9,0,0,0,40,3,0,0,37,"DuPage"
"1443","G1700430843200","Illinois","17043",2010,1360,1162,54,8,2,47,0,38,8,0,0,1,0,27,5,1,7,7,3,0,4,0,0,0,60,15,20,0,25,"DuPage"
"1444","G1700430843301","Illinois","17043",2010,860,742,38,6,0,37,0,17,7,0,4,9,0,16,2,0,0,5,5,0,4,0,0,0,21,5,0,0,16,"DuPage"
